Column1,target,ids,date,flag,user,text,Label
5296,0,2189797453,Tue Jun 16 00:56:13 PDT 2009,NO_QUERY,rachellhelen,Knew it was too good to be true.   Night tweeters!,
5297,4,2192745298,Tue Jun 16 07:29:24 PDT 2009,NO_QUERY,adrianh,@JasonSpector Dig vs Delicious? Isn't that like Apples vs Fish or something? I don't see them as comparable... Both useful ,
5298,4,2180549078,Mon Jun 15 10:37:15 PDT 2009,NO_QUERY,emdhanson,@DwightHoward you all did amazing this season!! I love the magic!!! You'll get em next year!! ,
5299,0,1970519302,Sat May 30 04:11:30 PDT 2009,NO_QUERY,busta_grimes,@chibi_sora is jealous i cant come round for parties ,
5300,4,1559224497,Sun Apr 19 10:35:19 PDT 2009,NO_QUERY,Secludedsfx,"This has got me so in the mood to make a 1-2 hour trance set... i'll keep you updated on twitter, make sure to add me  #asot400",
5301,4,1978337888,Sat May 30 23:03:53 PDT 2009,NO_QUERY,Bree100,Chillin out @ home super excited t be moving on Monday. Really startinto feel the mov move now ,
5302,0,2190876203,Tue Jun 16 03:58:08 PDT 2009,NO_QUERY,MissGroovyMeg,So..haven't tweeted in over two days..  Sorry..school...doing homework right now.. LOL,
5303,4,2004633839,Tue Jun 02 08:30:20 PDT 2009,NO_QUERY,israfel070,@Twinklybird What things do you do to relax? ,
5304,0,1965723834,Fri May 29 16:25:39 PDT 2009,NO_QUERY,BADDESTNLA,look how @exotic @BADDESTnLA choke on this dick talks to me ,
5305,0,1680948110,Sat May 02 12:51:57 PDT 2009,NO_QUERY,angeleggsays,straightjacket dude isn't helpful. im scared... i need a hug ,
5306,0,1966121947,Fri May 29 17:09:55 PDT 2009,NO_QUERY,AdamRPhoto,@RVDS dammit i wanted to ask you about someone who i might be shooting but cant remember her name now ,
5307,4,2068293437,Sun Jun 07 13:50:08 PDT 2009,NO_QUERY,michelleFTSK,went to subway and got a foot long  you should try emm,
5308,0,1883178372,Fri May 22 08:08:03 PDT 2009,NO_QUERY,hdrift,so so tired ,
5309,0,2236664901,Fri Jun 19 04:15:15 PDT 2009,NO_QUERY,wantit,"#secretcrush Jack Savoretti... Sadly, young enough to be me son ",
5310,0,2062677262,Sat Jun 06 23:57:19 PDT 2009,NO_QUERY,jokru,"And after voting, i go canoeing. Unfortunately the weather is quite bad  #outdoorsport",
5311,0,1754045036,Sun May 10 04:43:32 PDT 2009,NO_QUERY,annyo84,back a home..and tomorrow i'll have to leave again..this time for a long time sigh ,
5312,0,2329001627,Thu Jun 25 10:14:07 PDT 2009,NO_QUERY,Michipoo18,Ow ow! Inside of car melting from heat! I think i left skin on the seat ,
5313,0,1824446827,Sun May 17 01:25:18 PDT 2009,NO_QUERY,paulpuddifoot,"@ComedyQueen Yeah, not great out today ",
5314,4,2001635734,Tue Jun 02 01:32:52 PDT 2009,NO_QUERY,lotay,@HawaiiRealty lol!  How are you?!   Long time no tweet. ,
5315,4,1881593885,Fri May 22 05:04:41 PDT 2009,NO_QUERY,nicholaschan,I want to buy Levi's shirt! Can?  Window shopping at Gurney Plaza and is looking for food for dinner.,
5316,4,1827971033,Sun May 17 11:49:38 PDT 2009,NO_QUERY,DZSweetie2005,cannot wait to watch @danecook tonight on comedy central! its gonna be a family event ,
5317,4,1979359285,Sun May 31 02:42:22 PDT 2009,NO_QUERY,BonesCrazy24,Once again.I beg of you ..Please vote for Mr Twitter universe. VOTE FOR THESE 2 CUTE GUYS.. @AgentBooth &amp; @ParkerBooth ,
5318,0,2071681728,Sun Jun 07 19:46:10 PDT 2009,NO_QUERY,iamBETHANY,alone and un cared for ,
5319,0,2017916919,Wed Jun 03 09:09:03 PDT 2009,NO_QUERY,peacebyme,there's nothing to do. ,
5320,0,2176100560,Mon Jun 15 02:55:07 PDT 2009,NO_QUERY,SexiLexiC,Oh back to work again!!!!! Oh how I hate mondays!!!!! ,
5321,0,1989881594,Mon Jun 01 03:08:11 PDT 2009,NO_QUERY,jabba_29,excel-ling today .. ,
5322,4,1981674952,Sun May 31 09:39:25 PDT 2009,NO_QUERY,kcougs,Things are on fire in this morning's service. Yikes... ,
5323,4,2071992023,Sun Jun 07 20:13:02 PDT 2009,NO_QUERY,forensicmama,@Poetic_line Good-night!!!! ,
5324,4,1973022339,Sat May 30 10:19:45 PDT 2009,NO_QUERY,artyxlorna,GIIIZZZZMOOOOOOO!!!! (L) will be here soon! YAY! ,
5325,4,1973088159,Sat May 30 10:27:44 PDT 2009,NO_QUERY,RoxyONeill,Whew what a gorgeous hot day. Been round to the site &amp; chatted with our builder again then climbed over the trenches &amp; sat in the garden ,
5326,0,2301533852,Tue Jun 23 15:34:11 PDT 2009,NO_QUERY,Red_7403,"is worried for her girls, because they are not near enough for her to hug and gossip and soothe.  Becca and Emily- I love and miss you. ",
5327,0,2048015806,Fri Jun 05 14:31:53 PDT 2009,NO_QUERY,Umad80,"@smokinace88 It was really sad to see him like that. You could tell it pained him a lot.  But in the end, just like w/TEJ, all 4 the best!",
5328,0,1694177461,Mon May 04 01:26:02 PDT 2009,NO_QUERY,Guitargirl448,its only Monday ,
5329,0,2265361954,Sun Jun 21 06:24:49 PDT 2009,NO_QUERY,Kswickk,Up far too early for this to be called a weekend ,
5330,4,1989045320,Mon Jun 01 00:10:04 PDT 2009,NO_QUERY,john2028,@yelyahwilliams that's intense!!  love those movies ,
5331,0,1880011587,Thu May 21 23:49:30 PDT 2009,NO_QUERY,JessicaHamby,@smeykunz That too  *checks him* He's asleep... he had some of my blood so he should be okay.,
5332,0,2297324490,Tue Jun 23 10:18:05 PDT 2009,NO_QUERY,EmilieeMcFly,"Off to do my school concert for Mr Raw. I'll miss him  We're singing Lion King, Pretty a-mazing.",
5333,0,2050957176,Fri Jun 05 19:36:01 PDT 2009,NO_QUERY,strongsinger,UGH ITS FINALLY HIT ME. finally! We're leaving! Oh my god.   &lt;3,
5334,4,2185802991,Mon Jun 15 17:55:44 PDT 2009,NO_QUERY,thecountrygal,@peahdotcom Wow! He sounds just like my husband! The scary thing is they even understand what they are doing! ,
5335,0,2206100420,Wed Jun 17 06:00:19 PDT 2009,NO_QUERY,ClownLuv,Another blazing day in H-town. Somebody send us a cold front! ,
5336,4,1997084484,Mon Jun 01 16:13:30 PDT 2009,NO_QUERY,anirtakanna,@paopardz you and me both! i wish november comes quickly...  i also cant wait for the scenes in italy! ,
5337,0,1971776043,Sat May 30 07:52:22 PDT 2009,NO_QUERY,Raliant,@PickNicole  I'm sorry. i'm surprised I'm even going. Its so last minute.,
5338,0,2192421582,Tue Jun 16 07:00:50 PDT 2009,NO_QUERY,Rackap,"#iremember when @brooklynpublic libraries had the best, coolest summer programs. before funding was slashed. ",
5339,4,1753695869,Sun May 10 02:57:44 PDT 2009,NO_QUERY,natewinn,Grabbing coffee from @dunkindonuts then making mom breakfast ,
5340,4,1693855281,Mon May 04 00:02:43 PDT 2009,NO_QUERY,PembsDave,@ParentStudent Thats OK - I like wearing the blue Y fronts  those red boots chaff though... can I wear pumps ?,
5341,4,1880702819,Fri May 22 02:11:35 PDT 2009,NO_QUERY,JuLiia_x33,@tommcfly http://twitpic.com/5okiu Please look at these pic. ,
5342,0,2180890294,Mon Jun 15 11:04:54 PDT 2009,NO_QUERY,jenjack5486,@ossmac so sad  I was supposed to go to Davidson for Labor Day but I'm not anymore ,
5343,0,1996851081,Mon Jun 01 15:48:21 PDT 2009,NO_QUERY,DanielleNicole8,My little cousin has the worse luck. ,
5344,4,1967605360,Fri May 29 19:53:14 PDT 2009,NO_QUERY,cmiked,@klconover  Thanks.,
5345,0,2058357727,Sat Jun 06 14:46:44 PDT 2009,NO_QUERY,juliannex18,we lost   waahhhhh  great match tho!,
5346,4,1979708018,Sun May 31 04:10:55 PDT 2009,NO_QUERY,brosan,Played a descent golfround today!! ,
5347,4,1754996452,Sun May 10 07:58:52 PDT 2009,NO_QUERY,modeavechannah,ah gosh last night was absolutely crazy. Frolicking and fun fun fun  And there's still some vodka left over !,
5348,0,2003232975,Tue Jun 02 06:08:43 PDT 2009,NO_QUERY,sarahmeister24,@dantencer My hopes were sooooo up on the MacT news.....sad day ,
5349,0,2204901763,Wed Jun 17 03:26:10 PDT 2009,NO_QUERY,weezy0,"@jonasbrothers http://twitpic.com/7kf4b - omg, kev is too cute again!!  *dead*",
5350,4,1990146866,Mon Jun 01 04:01:30 PDT 2009,NO_QUERY,LijeOnline,Happy birthday www.lijeonline.blogspot.com (4 years). ,
5351,4,1968622340,Fri May 29 21:50:12 PDT 2009,NO_QUERY,teksquisite,@OldeGreywoolf follow me and I will keep you informed about spyware/malware - I also use WOT as one solution to screen ,
5352,0,2054497542,Sat Jun 06 07:29:02 PDT 2009,NO_QUERY,Shripriya,@jeffreymcmanus Be sure to tell us how it is. I wonder when the Pre comes out in GSM... T-Mob has the worst phones ,
5353,4,1882146533,Fri May 22 06:19:26 PDT 2009,NO_QUERY,djchyk,"Follow me, follow you  #FollowFriday!!  #FF @wbahner @lauriearbore @broadcastkc @FoHP @alyankovic",
5354,4,1968955056,Fri May 29 22:38:22 PDT 2009,NO_QUERY,madisonmom08,@spacemomma this may be a really good thing actually ,
5355,0,2230515041,Thu Jun 18 17:13:19 PDT 2009,NO_QUERY,SammaBossa,My tummy hurts ,
5356,0,2216142553,Wed Jun 17 19:05:39 PDT 2009,NO_QUERY,bren3gold,5 shots. Three moles removed. 2 steroid shots on face. Antibiotics two weeks. Mole on face- outpatient surgery 2 wks from now  #fb,
5357,4,1754683793,Sun May 10 07:04:06 PDT 2009,NO_QUERY,Cat_am,doing nothing but figuring out Twitter today ,
5358,4,1677612226,Sat May 02 03:01:49 PDT 2009,NO_QUERY,BeththePQ,@PixieFlute I thought I'd be the only one awake this early!  But I went to bed at 8 pm last night ,
5359,4,1977363124,Sat May 30 20:48:44 PDT 2009,NO_QUERY,janicellamoca, the PH chilis cooks make me happy ,
5360,0,2072130398,Sun Jun 07 20:27:18 PDT 2009,NO_QUERY,agsluss,Is it is my last night in Orlando!  I am going to do it big and go out with a bang!,
5361,0,2174502900,Sun Jun 14 22:41:23 PDT 2009,NO_QUERY,Bopsicle,@JaimeMcKnight damn! that sucks ,
5362,0,1978788069,Sun May 31 00:28:16 PDT 2009,NO_QUERY,Mathiayus,"@GCUnderhill My pleasure Thank you am losing 5 people an hour, guess they don't love me  I did remove allot they didn't have their DM on",
5363,4,1563470018,Sun Apr 19 22:57:45 PDT 2009,NO_QUERY,Liverpool_TX,"@SweetOne76 Forgot to tell you, I rec'd your package on Saturday.  ",
5364,4,1999649410,Mon Jun 01 20:35:01 PDT 2009,NO_QUERY,letssingbaby,@lucyyhale my birthday was may 27th. could you wish me a belated birthday?  god bless! xoxo ,
5365,0,2243695819,Fri Jun 19 13:46:53 PDT 2009,NO_QUERY,PurestLight,currently on netbook cos im partitioning main pc HDD. its taking ages eep and poor old netty cant cope with multi tasking ,
5366,0,2282110619,Mon Jun 22 10:57:22 PDT 2009,NO_QUERY,davidshead,@andaid that's no bueno. ,
5367,4,2013208755,Tue Jun 02 22:08:57 PDT 2009,NO_QUERY,meeghel,Jacuzzi time and party with some great people.  fun timess. Fun timess.,
5368,0,2187787748,Mon Jun 15 20:48:22 PDT 2009,NO_QUERY,emmawelles,@trent_reznor says Bonaroo was NIN's last US show ever!  http://bit.ly/GWBzO,
5369,4,2009021557,Tue Jun 02 15:01:33 PDT 2009,NO_QUERY,TamaraMaellaro,I'm still a big empty box. This must be a tough one for twitter to fix. I will check back later. Back to work ,
5370,4,1694976797,Mon May 04 04:48:11 PDT 2009,NO_QUERY,andydigitale,@hesa it's definitely worth it; art not withstanding  I hate moving; and hate packing even more..,
5371,4,1980745014,Sun May 31 07:33:53 PDT 2009,NO_QUERY,triiiiciaaaa,@lollipopsrule good luck for your school tomorrow. ,
5372,0,2199497893,Tue Jun 16 17:35:12 PDT 2009,NO_QUERY,edensank2grief,"@MaddieBug13 I LOVE YOU SO MUCH!!! I miss you!  I haven't seen you since Sunday morning. God, that feels like so long ago!!!",
5373,0,1965539102,Fri May 29 16:05:53 PDT 2009,NO_QUERY,MileyCyrus,@tracecyrus plz dont fall in love with tokyo and never come home ,
5374,0,1573758107,Tue Apr 21 02:43:05 PDT 2009,NO_QUERY,LilCryBaby,@miragelamb maybe I'll watch it later. My internet is acting pretty much a crap lately. ,
5375,4,2057690929,Sat Jun 06 13:28:49 PDT 2009,NO_QUERY,monkeegrl92,Goin to the wedding reception ,
5376,0,1834424907,Mon May 18 02:53:05 PDT 2009,NO_QUERY,craignicol,"@ColinMackay TBH I'm not sure if it's the 1.5 vs 1.6 thing that caused the problem, I've had so many it's hard to know what caused what ",
5377,0,1971735556,Sat May 30 07:46:56 PDT 2009,NO_QUERY,ece_sue,"plans failed for andy and i today  oh well this is a good opportunity to rest ! clean , cook , homework.. yaaayyyyy......",
5378,0,2227122034,Thu Jun 18 12:48:15 PDT 2009,NO_QUERY,rathoggie,@Frenchywilson pfffft That's not fair!  8 pumps to fill the watering can repeated I don't know how many times!!,
5379,4,2002990212,Tue Jun 02 05:38:23 PDT 2009,NO_QUERY,brooookeoooo,"@jennaleaa hahaha aww  i'd rather die than go in the sun  awwww i know, has she had geography all day aswell !",
5380,0,2253655250,Sat Jun 20 08:31:49 PDT 2009,NO_QUERY,MaryCatherineee,Sitting in major traffic right now ,
5381,4,2180251914,Mon Jun 15 10:12:55 PDT 2009,NO_QUERY,RabbiShaiSpecht,@Paullebars Mine is amazing - still glowing from a very spiritual weekend of love &amp; friendship ,
5382,4,1980479929,Sun May 31 06:51:55 PDT 2009,NO_QUERY,Kshattap,"went to Church and mygah.. I saw Ryan! weeeeeee. ) yey, our Father is trending. I love you Lord God ",
5383,4,1975008292,Sat May 30 14:15:18 PDT 2009,NO_QUERY,monchFRSH,finally done with work! FOOD ,
5384,0,2006654948,Tue Jun 02 11:29:15 PDT 2009,NO_QUERY,aidans_mommy_02,@ceocheckmate Why would she do that?!?! ,
5385,4,1969209619,Fri May 29 23:20:12 PDT 2009,NO_QUERY,NKAirplay,@Mirna023 Thank you for the donation for Block Bucks! ,
5386,4,2004963706,Tue Jun 02 09:00:37 PDT 2009,NO_QUERY,wishwhp,@LeftCoastMama We've been thinking that too  Any recommendations?,
5387,0,2251290149,Sat Jun 20 03:01:52 PDT 2009,NO_QUERY,jenniferfornlof,I'm sick  I've got a cold and it ain't so fun. My nose keep dripping   Make me feel better you guys (AA) Love you all &lt;3;*,
5388,0,1795405074,Thu May 14 07:42:53 PDT 2009,NO_QUERY,331828368,I'm bored  I hope my mom let's me hang out with my bbygurl after school ,
5389,4,1997234309,Mon Jun 01 16:29:31 PDT 2009,NO_QUERY,skinnyturtle692,"@dannywood Danny, we're glad you all are here ",
5390,0,2065010228,Sun Jun 07 07:41:29 PDT 2009,NO_QUERY,vacant_heart,what is this &quot;5h ago&quot; on the time of last tweet (seesmic desktop). god these people hav used latin and greek! ,
5391,0,1998384405,Mon Jun 01 18:27:38 PDT 2009,NO_QUERY,ThesarahG,WIshing I could Tweet through my phone  So sad,
5392,4,2047986635,Fri Jun 05 14:29:11 PDT 2009,NO_QUERY,tiffanydeveney,relaxing &amp; reading my book while it's quiet ,
5393,4,2180073345,Mon Jun 15 09:58:33 PDT 2009,NO_QUERY,Starlysh,hahaha I love searching #probeard ,
5394,4,1679316003,Sat May 02 09:03:37 PDT 2009,NO_QUERY,witchesbritches,@CATCHmetal COOL! Nice new look ,
5395,0,2250262769,Sat Jun 20 00:05:18 PDT 2009,NO_QUERY,StacyLipp,"Argh, I am going to the dentist tomorrow  not fair, nothing is wrong with my teeth (I don't hope there is)",
5396,0,1970978271,Sat May 30 05:51:03 PDT 2009,NO_QUERY,tajanwar,@djjaycee thats sooooo not funny ,
5397,0,2195790475,Tue Jun 16 11:36:27 PDT 2009,NO_QUERY,DeonnaXDee,Ohh man. I can't post anything from twitlonger. Twitter has an hour of downtime right now  lol.,
5398,0,1980518451,Sun May 31 06:58:27 PDT 2009,NO_QUERY,sowrongitslucy,should go out today but i feel ill ,
5399,4,1828015234,Sun May 17 11:55:02 PDT 2009,NO_QUERY,PikaGiggles,&quot;Chile o Caliente&quot;  I love this color!!!  http://twitpic.com/5dk6b,
5400,0,2254313227,Sat Jun 20 09:33:23 PDT 2009,NO_QUERY,JRKLOVER,"So I have to be off to work soon. I had the time of my life last night!! Sorry I couldn't tweet from the show, but I had no battery left. ",
5401,0,2045840207,Fri Jun 05 11:18:50 PDT 2009,NO_QUERY,annecara,"Evidently today is National Doughnut Day and I have no doughnuts.  But I'm a Dunkin' Donuts girl anyway, so there's not that much point.",
5402,4,1972145227,Sat May 30 08:39:11 PDT 2009,NO_QUERY,CharleyyW,@ellice_x yeah  .. omg picnic!!!!! x,
5403,0,2234860493,Thu Jun 18 23:54:25 PDT 2009,NO_QUERY,raynaputi,i need to go out tonight..i need to unwind..but got no one to be with..sad ,
5404,4,1975693061,Sat May 30 15:41:56 PDT 2009,NO_QUERY,raster,"fun time in Milwaukee today, down at the lake, great weather... life is pretty good right now ",
5405,0,2014499643,Wed Jun 03 01:44:22 PDT 2009,NO_QUERY,GColdplay,"@ school, weather is the not as good as it was yesterday...  Have to watch the MTV awards on the web I think... xoxo",
5406,4,1563599574,Sun Apr 19 23:28:04 PDT 2009,NO_QUERY,keithdsouza,"@aDeSe hehe yea re, i sleep at arnd 3 or so, its become a normal human being thingy right ",
5407,0,1995019381,Mon Jun 01 12:49:22 PDT 2009,NO_QUERY,octopuscandy,"Oh my god, Left 4 Dead 2! Yay! No more Zoey or Francis makes me sad though ",
5408,4,1970024908,Sat May 30 02:08:45 PDT 2009,NO_QUERY,chaos93,"lol, kinda remembered that I have 3 assignments XD. doing them right now ",
5409,0,1984599845,Sun May 31 15:25:39 PDT 2009,NO_QUERY,OhSoSqueamish,"#MCRchat Can't answer that question, unfortunately  Or maybe fortunately. haha. I've read some of those embarressing stories...",
5410,4,1675757043,Fri May 01 20:15:34 PDT 2009,NO_QUERY,journey4evr,@bgarrett1960 btw...I have Cheese Cake Factory cheesecake! YUMMY would you like a sliver? ,
5411,4,1985020690,Sun May 31 16:16:07 PDT 2009,NO_QUERY,megwong,"@kotiqq ohh no no haha, I meant like grocery shopping )). I've been living by myself for like 7 mos noowww! Hi bro ",
5412,0,1754178273,Sun May 10 05:17:56 PDT 2009,NO_QUERY,xxxKimberleexxx,My phones playin up ,
5413,4,1835082919,Mon May 18 05:05:23 PDT 2009,NO_QUERY,KevinRemde,"#tela09 was fun, but it's nice to have a normal day in my office.  Enjoy the quiet before school is out.  ",
5414,0,2202679735,Tue Jun 16 22:13:09 PDT 2009,NO_QUERY,savsav,I wanna be with you. ,
5415,0,2213534755,Wed Jun 17 15:30:15 PDT 2009,NO_QUERY,Emirra,45 minutes and the video was gone ,
5416,0,2254779505,Sat Jun 20 10:16:17 PDT 2009,NO_QUERY,outskirtsoftown,outskirts are bogged down with college work  but are looking forward to a great week ahead,
5417,0,2001159823,Tue Jun 02 00:01:10 PDT 2009,NO_QUERY,Huddylicious,Off to gym...yay! ,
5418,0,1469756431,Tue Apr 07 07:19:39 PDT 2009,NO_QUERY,eight7teen,@LeMinxxx you look angry in your picture now...  LOL,
5419,0,2169487797,Sun Jun 14 14:35:07 PDT 2009,NO_QUERY,kacietay,just got home from Kendall's bridal tea... Now study time ,
5420,0,1976969497,Sat May 30 19:44:05 PDT 2009,NO_QUERY,dbro113,@Weejums I thought I deleted it before it was sent...not sure what I was thinking ,
5421,0,2221020440,Thu Jun 18 04:31:22 PDT 2009,NO_QUERY,TonyPrice1970,"@Kingsrockandrol thanks zoe, on my way now. I've got flies in my stomach, with worry. ",
5422,0,2226521166,Thu Jun 18 12:03:19 PDT 2009,NO_QUERY,Corakuykendall,Getting the last of my cavities filled ,
5423,0,1677541722,Sat May 02 02:38:16 PDT 2009,NO_QUERY,shuennkee,@ninimarini i think it might be truffles ,
5424,4,1995149529,Mon Jun 01 13:01:45 PDT 2009,NO_QUERY,troika90,"@idapida1 That would be so great!!  I'll get around asking colleagues if they can switch with me at work, I will not miss it if I can --",
5425,0,2180472957,Mon Jun 15 10:31:06 PDT 2009,NO_QUERY,pamzee,"@foiledcupcakes it's just my eldest ... she's pretty out of it.    I hadn't seen that show in yrs, it was still entertaining!  LOL",
5426,0,2209732308,Wed Jun 17 10:43:55 PDT 2009,NO_QUERY,sydneyscanvas,@leah_xc5 yeah and i wont be back till the 15th of july ,
5427,4,2071846054,Sun Jun 07 20:00:43 PDT 2009,NO_QUERY,NataliaTB,Finally!! From my very own computer ,
5428,4,2012390009,Tue Jun 02 20:33:56 PDT 2009,NO_QUERY,Kels757,@CEDESBITCH i love to lick ,
5429,0,2232924406,Thu Jun 18 20:35:08 PDT 2009,NO_QUERY,lilkyper,@officialTila Hey tila why don't you make some canine &quot;tila army shirts!!&quot; my dogs feel left out ,
5430,0,2220897350,Thu Jun 18 04:14:20 PDT 2009,NO_QUERY,bridofprey,Just getting ready to go home and the heavens open   FML.,
5431,4,2002647174,Tue Jun 02 04:48:04 PDT 2009,NO_QUERY,honeybeejoy,"Gosh it's early, but beautiful this morning! Listening 2 Dido and heading 2 da airport! ",
5432,0,1548856031,Fri Apr 17 22:11:17 PDT 2009,NO_QUERY,Kurono,I'm off the phone ,
5433,4,1752124879,Sat May 09 21:06:32 PDT 2009,NO_QUERY,roseofdusk,pretty tired after a nice full day. ,
5434,4,2058587909,Sat Jun 06 15:14:11 PDT 2009,NO_QUERY,tweetertwatter9,here at applebee's. britney spears is playing. ,
5435,0,2256261840,Sat Jun 20 12:30:27 PDT 2009,NO_QUERY,2dollarpistol,I cant believe im not seein miranda today. Its really hitting me hard now! ,
5436,0,1793899735,Thu May 14 04:21:15 PDT 2009,NO_QUERY,muser2,got to go to school soon  Thankgod there is only 17 days left!,
5437,4,1969473769,Sat May 30 00:08:52 PDT 2009,NO_QUERY,DesiaVerdad,http://twitpic.com/68rv5 - (left side) made by me !!  I was bored ..so yeah !! haha! lol,
5438,0,1573301786,Tue Apr 21 00:33:27 PDT 2009,NO_QUERY,richstokes,at work after a nice 3 day weekend  boo!,
5439,0,2204810591,Wed Jun 17 03:11:30 PDT 2009,NO_QUERY,PeachyPictures,@thehhgazette the link to the body in the canal doesn't work. ,
5440,0,2298668921,Tue Jun 23 11:58:05 PDT 2009,NO_QUERY,THE_SEXY_EVIL,@Nainx im so sorry about leaving you! we thought you'd get on  luvz u... glomp tommorrow... XxX,
5441,4,1973329399,Sat May 30 10:56:23 PDT 2009,NO_QUERY,carolmartinez,"Today a G.N.O with my cousin, Its awesome! Do anyone want to come? The most important topic will be: JONAS BROTHERS ",
5442,4,1992497281,Mon Jun 01 08:50:58 PDT 2009,NO_QUERY,BedlamCoffee,@aprildoodles  we're open!,
5443,4,1836342588,Mon May 18 07:49:35 PDT 2009,NO_QUERY,poupinjoues,Not bad for my first day back from the PMS-Land.. Clocked in 5km slow run..Felt so gd aftr all that venting frm wrk..  ,
5444,0,2188740701,Mon Jun 15 22:28:13 PDT 2009,NO_QUERY,simplycrystal,@briannababyyy The Audition is playing here? DAMN! I work friday too ,
5445,4,1981116880,Sun May 31 08:27:22 PDT 2009,NO_QUERY,arianneross,@TraceyHewins hello! what's up? ,
5446,4,1771234616,Mon May 11 23:38:43 PDT 2009,NO_QUERY,AnnemarieEvans,@paul_steele Morning  Just think. It's nearly the weekend.....sort of....in a day or two...maybe,
5447,4,2190137731,Tue Jun 16 01:52:34 PDT 2009,NO_QUERY,elodiekleynhans,"@geekrebel http://twitpic.com/7j5mc - He looks different from yesterday, sure you got the right baby  love the name!",
5448,0,1824871218,Sun May 17 03:18:31 PDT 2009,NO_QUERY,Quileutetribe,watching the rain outside ,
5449,4,2190185772,Tue Jun 16 02:00:45 PDT 2009,NO_QUERY,maescool,yet another day at the office ,
5450,0,1991882515,Mon Jun 01 07:49:49 PDT 2009,NO_QUERY,nicholaslovell,"I'm playing Scrabble with  friends on Facebook, only I can't cos it's region-locked and I'm in the US  Don't they know the web is global",
5451,0,1676336430,Fri May 01 21:44:58 PDT 2009,NO_QUERY,drunez,"@ZOMBIEsnckz @andrewwp dosnt  look likewegonnamakeitout  we r drnk at hams. Andrew enjoy the early 20s, mid 20s are allbout contemplation.",
5452,4,1996556825,Mon Jun 01 15:17:07 PDT 2009,NO_QUERY,dogzero,"@rbrthvn Hi Robert, @Banksyart is now at @Banksyart2 - he's been posting there since having probs with his @Banksyart account. ",
5453,0,2329139833,Thu Jun 25 10:23:49 PDT 2009,NO_QUERY,joceydesigns,"Farrah Fawcett, 62, has lost her valiant battle with cancer. Such a beautiful and courageous woman is gone. So sad.  ",
5454,4,1676483563,Fri May 01 22:10:52 PDT 2009,NO_QUERY,BRIT1313,loving @alzmilz...shes my new girlfriend ,
5455,4,1979681444,Sun May 31 04:04:30 PDT 2009,NO_QUERY,satti,todays record: ate 10 dosas for bfst in the morning ,
5456,4,2013210438,Tue Jun 02 22:09:10 PDT 2009,NO_QUERY,christy_buelna,@dfarin no I bought it  haha I'm only on ep. 5 but I can't stooop,
5457,0,2064599415,Sun Jun 07 06:42:04 PDT 2009,NO_QUERY,WeShotTheKaytee,"@missLDN I was gonna say to take me with to get one on friday but  nope, I gotta work.  like wtf?",
5458,4,2002073791,Tue Jun 02 03:03:17 PDT 2009,NO_QUERY,jinnpod,@g54zw00dcy4u1ls you just reminded me that I was supposed to pick up a book I reserved. ,
5459,0,1793344552,Thu May 14 02:19:54 PDT 2009,NO_QUERY,ravishingmaiden,i'm soooooo sad.  I miss my best fren. Those stupid gossips and rumors really torned apart.....i'm so downnnnn.... :&quot;((,
5460,4,1825742932,Sun May 17 06:42:16 PDT 2009,NO_QUERY,jacoblovie,"@Daveuk12001 Good good, and aww I am very sorry for you! ",
5461,0,2174490168,Sun Jun 14 22:39:45 PDT 2009,NO_QUERY,anaairplane,@hufflepuff4ever I'm SO jealous.  It rains all the time here but we hardly ever get thunder ,
5462,0,1975625106,Sat May 30 15:33:15 PDT 2009,NO_QUERY,BrownieHamster,"@OscarTheCat  Oh no! I just saw the news at #catswhotwit  Te voy a extraÃ¯Â¿Â½ar, Oscar :''''''''''''''''''( #rainbowbridge",
5463,0,1932609765,Tue May 26 21:49:31 PDT 2009,NO_QUERY,laraontheradio,@callierenee thanks  have fun tonight! who are you seeing??,
5464,4,1562360802,Sun Apr 19 19:48:02 PDT 2009,NO_QUERY,LyleTiloReust,Just finished recording guitars and organ in the studio. Douglas is doing vocals right now. 5 new songs ,
5465,4,1970174501,Sat May 30 02:45:50 PDT 2009,NO_QUERY,joenickkevin,true friends have always been there and i know who those few people are ,
5466,0,2185210091,Mon Jun 15 17:02:46 PDT 2009,NO_QUERY,hello_jodie,@myria101 omigosh you're too cute!! I want one. ,
5467,4,1550787987,Sat Apr 18 07:16:15 PDT 2009,NO_QUERY,Rullet,@MsRobynP YEP BUDDY ITS A BEAUTIFUL DAY LIKE HOW YA SMILE IS ...... KEEP IT THAT WAY SWEETS AND KEEP THAT ON &gt;&gt;&gt;&gt;&gt;  LOL,
5468,4,2064479485,Sun Jun 07 06:22:54 PDT 2009,NO_QUERY,TinkerBell_makp,good morning guys ! ,
5469,0,2052901512,Sat Jun 06 02:28:30 PDT 2009,NO_QUERY,wesaysummerrr,my mum just dragged me out of bed ,
5470,0,2262989207,Sat Jun 20 23:41:30 PDT 2009,NO_QUERY,Sa11Ka,wants you back in my life !! ,
5471,0,2016224410,Wed Jun 03 06:24:02 PDT 2009,NO_QUERY,MJPhotographer,drats my weekend photo session cancelled due to swine flu  precautions in nsw  http://bit.ly/TLXD4,
